89;120;727;859;568;50000
90;978;299;132;469;50000
91;657;344;623;541;50000
92;834;606;937;792;50000
93;851;270;355;492;50000
94;355;757;664;592;50000
95;351;666;929;648;50000
96;816;10;651;492;50000
97;112;276;571;319;50000
98;980;78;544;534;50000
99;591;352;377;440;50000
100;167;41;999;402;50000
101;39;898;781;572;50000
102;470;690;685;615;50000
103;42;638;390;356;50000
104;33;302;267;200;50000
105;629;739;116;494;50000
106;355;45;175;191;50000
107;520;961;44;508;50000
108;759;684;42;495;50000
109;540;767;725;677;50000
110;259;251;560;356;50000
111;469;795;589;617;50000
112;454;82;564;366;50000
113;25;448;759;410;50000
114;12;604;137;251;50000
115;33;315;61;136;50000
116;234;359;708;433;50000
117;421;418;178;339;50000
118;324;558;365;415;50000
119;154;213;698;355;50000
120;682;218;533;477;50000
121;226;662;507;465;50000
122;348;322;7;225;50000
123;96;287;863;415;50000
124;148;12;0;53;50000
125;245;612;324;393;50000
126;71;71;911;351;50000
127;701;504;179;461;50000
128;173;946;619;579;50000
129;215;776;38;343;50000
130;342;937;330;536;50000
131;192;47;170;136;50000
132;793;751;24;522;50000
133;80;805;273;386;50000
134;535;407;120;354;50000
135;35;455;179;223;50000
136;685;169;839;564;50000
137;129;967;954;683;50000
138;156;356;873;461;50000
139;948;862;670;826;50000
140;428;863;486;592;50000
141;990;368;785;714;50000
142;692;855;526;691;50000
143;447;430;859;578;50000
144;766;395;775;645;50000
145;636;189;129;318;50000
146;184;345;474;334;50000
147;516;39;908;487;50000
148;703;402;445;516;50000
149;379;967;500;615;50000
150;904;831;467;734;50000
151;40;554;413;335;50000
152;472;429;866;589;50000
153;997;100;403;500;50000
154;55;642;461;386;50000
155;853;137;55;348;50000
156;189;601;931;573;50000
157;999;119;543;553;50000
158;395;741;139;425;50000
159;466;340;306;370;50000
160;716;725;148;529;50000
161;868;250;343;487;50000
162;777;199;271;415;50000
163;518;594;512;541;50000
164;880;966;504;783;50000
165;91;452;755;432;50000
166;545;954;504;667;50000
167;438;742;869;683;50000
168;163;720;277;386;50000
169;114;258;359;243;50000
170;95;125;50;90;50000
171;524;367;973;621;50000
172;264;151;668;361;50000
173;703;117;767;529;50000
174;894;98;779;590;50000
175;364;440;857;553;50000
176;265;330;765;453;50000
177;645;891;100;545;50000
178;217;357;840;471;50000
179;354;613;561;509;50000
180;629;579;862;690;50000
181;485;523;2;336;50000
182;735;648;782;721;50000
183;294;626;101;340;50000
184;166;346;880;464;50000
185;153;5;980;379;50000
186;918;269;738;641;50000
187;395;638;659;564;50000
188;816;841;137;598;50000
189;171;644;731;515;50000
190;197;281;359;279;50000
191;839;677;911;809;50000
192;719;694;777;730;50000
193;231;515;857;534;50000
194;890;189;517;532;50000
195;203;296;612;370;50000
196;742;173;101;338;50000
197;728;503;143;458;50000
198;565;304;706;525;50000
199;746;405;747;632;50000
200;551;727;504;594;50000
201;327;697;955;659;50000
202;806;824;723;784;50000
203;674;119;944;579;50000
204;855;453;864;724;50000
205;757;684;255;565;50000
206;318;247;889;484;50000
207;752;622;873;749;50000
208;296;207;272;258;50000
209;954;4;732;563;50000
210;570;451;340;453;50000
211;833;858;255;648;50000
212;689;417;947;684;50000
213;762;361;799;640;50000
214;649;72;670;463;50000
215;364;41;664;356;50000
216;618;147;888;551;50000
217;350;453;262;355;50000
218;725;354;413;497;50000
219;313;189;679;393;50000
220;500;118;839;485;50000
221;26;987;229;414;50000
222;744;228;277;416;50000
223;56;721;820;532;50000
224;580;740;682;667;50000
225;933;840;295;689;50000
226;538;715;676;643;50000
227;599;667;889;718;50000
228;198;181;994;457;50000
229;58;121;111;96;50000
230;288;998;361;549;50000
231;18;581;899;499;50000
232;582;894;900;792;50000
233;45;377;953;458;50000
234;418;288;407;371;50000
235;787;161;737;561;50000
236;815;952;778;848;50000
237;965;707;915;862;50000
238;529;916;532;659;50000
239;532;98;39;223;50000
240;272;666;279;405;50000
241;106;533;102;247;50000
242;481;572;673;575;50000
243;710;876;251;612;50000
244;715;620;877;737;50000
245;769;421;148;446;50000
246;786;19;937;580;50000
247;416;501;691;536;50000
248;676;603;878;719;50000
249;239;840;304;461;50000
250;122;223;367;237;50000
251;583;495;18;365;50000
252;45;448;900;464;50000
253;493;174;382;349;50000
254;401;243;526;390;50000
255;801;922;36;586;50000
256;889;879;875;881;50000
257;422;24;616;354;50000
258;609;3;273;295;50000
259;131;778;942;617;50000
260;402;377;652;477;50000
261;488;558;698;581;50000
262;582;885;437;634;50000
263;841;279;87;402;50000
264;520;357;634;503;50000
265;932;441;818;730;50000
266;667;933;953;851;50000
267;421;707;215;447;50000
268;831;388;493;570;50000
269;321;461;265;349;50000
270;145;33;691;289;50000
271;740;445;633;606;50000
272;46;875;653;524;50000
273;208;30;162;133;50000
274;100;323;760;394;50000
275;583;371;198;384;50000
276;515;93;62;223;50000
277;172;877;923;657;50000
278;6;724;832;520;50000
279;807;57;826;563;50000
280;626;355;207;396;50000
281;273;866;890;676;50000
282;548;236;685;489;50000
283;148;116;561;275;50000
284;471;400;51;307;50000
285;582;124;294;333;50000
286;891;382;54;442;50000
287;648;178;871;565;50000
288;711;366;320;465;50000
289;704;700;37;480;50000
290;692;438;794;641;50000
291;220;80;758;352;50000
292;306;110;224;213;50000
293;563;827;291;560;50000
294;703;250;848;600;50000
295;812;842;473;709;50000
296;663;647;32;447;50000
297;790;208;613;537;50000
298;92;180;792;354;50000
299;191;126;523;280;50000
300;773;243;115;377;50000
301;339;377;936;550;50000
302;174;63;634;290;50000
303;110;186;12;102;50000
304;103;865;926;631;50000
305;788;645;218;550;50000
306;48;390;528;322;50000
307;415;929;958;767;50000
308;614;398;39;350;50000
309;941;321;931;731;50000
310;252;333;662;415;50000
311;946;848;171;655;50000
312;439;807;90;445;50000
313;463;335;298;365;50000
314;805;194;388;462;50000
315;57;38;803;299;50000
316;750;428;604;594;50000
317;995;676;670;780;50000
318;12;186;378;192;50000
319;674;224;429;442;50000
320;598;758;995;783;50000
321;989;421;491;633;50000
322;959;564;631;718;50000
323;93;284;815;397;50000
324;101;706;766;524;50000
325;99;836;435;456;50000
326;204;56;885;381;50000
327;584;563;959;702;50000
328;875;806;986;889;50000
329;349;378;962;563;50000
330;472;159;3;211;50000
331;52;885;269;402;50000
332;752;728;89;523;50000
333;594;999;207;600;50000
334;799;617;179;531;50000
335;283;238;768;429;50000
336;0;164;13;59;50000
337;619;731;743;697;50000
338;283;380;16;226;50000
339;510;155;867;510;50000
340;112;666;985;587;50000
341;422;554;872;616;50000
342;446;45;626;372;50000
343;176;881;86;381;50000
344;233;886;220;446;50000
345;406;844;234;494;50000
346;558;174;925;552;50000
347;110;903;657;556;50000
348;477;665;650;597;50000
349;915;988;582;828;50000
350;532;969;404;635;50000
351;240;609;464;437;50000
352;223;955;616;598;50000
353;851;780;958;863;50000
354;721;446;703;623;50000
355;750;269;734;584;50000
356;631;895;347;624;50000
357;637;531;560;576;50000
358;735;9;620;454;50000
359;624;696;179;499;50000
360;601;735;652;662;50000
361;758;846;836;813;50000
362;621;799;572;664;50000
363;358;654;632;548;50000
364;492;975;251;572;50000
365;892;589;393;624;50000
366;855;554;329;579;50000
367;254;139;424;272;50000
368;726;229;743;566;50000
369;463;199;788;483;50000
370;496;461;821;592;50000
371;799;89;850;579;50000
372;745;829;4;526;50000
373;256;120;902;426;50000
374;332;561;742;545;50000
375;295;196;310;267;50000
376;575;176;694;481;50000
377;539;840;166;515;50000
378;377;394;161;310;50000
379;399;645;288;444;50000
380;506;486;792;594;50000
381;958;490;715;721;50000
382;286;177;196;219;50000
383;815;246;328;463;50000
384;697;979;967;881;50000
385;150;984;728;620;50000
386;625;63;621;436;50000
387;201;926;266;464;50000
388;956;62;903;640;50000
389;659;384;865;636;50000
390;634;418;410;487;50000
391;245;82;125;150;50000
392;806;291;265;454;50000
393;967;734;958;886;50000
394;984;822;11;605;50000
395;554;504;740;599;50000
396;120;905;725;583;50000
397;967;238;548;584;50000
398;549;390;612;517;50000
399;85;401;146;210;50000
400;238;601;538;459;50000
401;122;290;548;320;50000
402;177;76;696;316;50000
403;875;168;73;372;50000
404;855;912;481;749;50000
405;640;760;332;577;50000
406;253;136;344;244;50000
407;141;426;246;271;50000
408;970;626;878;824;50000
409;957;635;411;667;50000
410;164;845;946;651;50000
411;48;863;681;530;50000
412;984;494;522;666;50000
413;586;178;53;272;50000
414;948;921;964;944;50000
415;228;712;738;559;50000
416;6;117;719;280;50000
417;366;260;487;371;50000
418;562;27;370;319;50000
419;577;375;235;395;50000
420;878;548;625;683;50000
421;957;506;783;748;50000
422;78;162;247;162;50000
423;723;464;474;553;50000
424;628;652;700;660;50000
425;113;396;521;343;50000
426;464;308;385;385;50000
427;334;699;220;417;50000
428;625;669;387;560;50000
429;250;803;222;425;50000
430;328;392;688;469;50000
431;202;44;368;204;50000
432;993;274;404;557;50000
433;795;315;787;632;50000
434;368;476;926;590;50000
435;63;212;545;273;50000
436;683;673;729;695;50000
437;148;443;664;418;50000
438;691;732;699;707;50000
439;758;314;53;375;50000
440;35;84;142;87;50000
441;280;976;89;448;50000
442;147;326;37;170;50000
443;210;352;313;291;50000
444;135;956;192;427;50000
445;861;695;97;551;50000
446;945;193;675;604;50000
447;13;536;540;363;50000
448;765;423;877;688;50000
449;519;442;114;358;50000
450;759;104;242;368;50000
451;785;418;801;668;50000
452;987;705;763;818;50000
453;461;280;412;384;50000
454;912;210;540;554;50000
455;646;500;581;575;50000
456;2;776;460;412;50000
457;794;199;595;529;50000
458;762;485;507;584;50000
459;78;449;445;324;50000
460;664;225;453;447;50000
461;93;22;766;293;50000
462;131;105;150;128;50000
463;962;645;230;612;50000
464;117;31;253;133;50000
465;872;581;415;622;50000
466;118;872;546;512;50000
467;360;743;381;494;50000
468;47;234;576;285;50000
469;737;54;370;387;50000
470;24;395;229;216;50000
471;389;316;978;561;50000
472;311;290;209;270;50000
473;626;861;904;797;50000
474;498;646;38;394;50000
475;981;252;602;611;50000
476;555;240;207;334;50000
477;622;276;75;324;50000
478;86;62;769;305;50000
479;308;279;790;459;50000
480;577;841;56;491;50000
481;435;387;424;415;50000
482;633;458;782;624;50000
483;778;151;125;351;50000
484;184;55;692;310;50000
485;990;739;536;755;50000
486;406;324;272;334;50000
487;631;359;870;620;50000
488;960;488;837;761;50000
489;584;552;934;690;50000
490;320;820;893;677;50000
491;209;481;908;532;50000
492;630;58;910;532;50000
493;989;192;277;486;50000
494;10;966;570;515;50000
495;285;17;148;150;50000
496;782;199;474;485;50000
497;844;45;348;412;50000
498;239;726;521;495;50000
499;982;357;279;539;50000
500;383;224;317;308;50000
501;267;572;281;373;50000
502;872;418;643;644;50000
503;861;46;860;589;50000
504;304;987;973;754;50000
505;163;424;694;427;50000
506;916;954;710;860;50000
507;369;302;64;245;50000
508;102;304;615;340;50000
509;89;392;957;479;50000
510;410;501;176;362;50000
511;271;439;840;516;50000
512;246;724;528;499;50000
513;728;112;949;596;50000
514;251;788;767;602;50000
515;628;284;919;610;50000
516;108;407;444;319;50000
517;801;926;280;669;50000
518;703;694;631;676;50000
519;449;211;76;245;50000
520;25;364;932;440;50000
521;925;190;60;391;50000
522;314;422;664;466;50000
523;537;832;579;649;50000
524;14;856;513;461;50000
525;645;809;706;720;50000
526;164;720;352;412;50000
527;951;112;410;491;50000
528;685;800;339;608;50000
529;240;54;949;414;50000
530;923;279;616;606;50000
531;940;531;25;498;50000
532;841;330;965;712;50000
533;340;292;738;456;50000
534;938;317;288;514;50000
535;124;815;241;393;50000
536;23;44;20;29;50000
537;393;868;909;723;50000
538;283;753;932;656;50000
539;838;354;673;621;50000
540;165;425;358;316;50000
541;378;597;910;628;50000
542;370;130;791;430;50000
543;631;174;397;400;50000
544;831;586;946;787;50000
545;225;765;797;595;50000
546;425;606;101;377;50000
547;237;941;850;676;50000
548;106;565;707;459;50000
549;752;115;314;393;50000
550;208;891;212;437;50000
551;885;259;75;406;50000
552;699;661;732;697;50000
553;615;482;643;580;50000
554;889;504;661;684;50000
555;952;823;751;842;50000
556;40;375;374;263;50000
557;138;682;464;428;50000
558;969;896;179;681;50000
559;15;106;609;243;50000
560;912;241;350;501;50000
561;6;822;24;284;50000
562;688;999;936;874;50000
563;769;922;590;760;50000
564;508;969;102;526;50000
565;389;282;388;353;50000
566;258;164;609;343;50000
567;561;282;32;291;50000
568;717;524;863;701;50000
569;323;569;837;576;50000
570;928;810;383;707;50000
571;480;327;700;502;50000
572;829;688;243;586;50000
573;1;355;829;395;50000
574;257;860;860;659;50000
575;944;383;813;713;50000
576;741;602;132;491;50000
577;745;471;734;650;50000
578;552;616;195;454;50000
579;163;903;142;402;50000
580;36;894;43;324;50000
581;85;447;565;365;50000
582;974;455;309;579;50000
583;810;283;94;395;50000
584;782;742;167;563;50000
585;11;243;582;278;50000
586;795;945;109;616;50000
587;514;296;191;333;50000
588;675;126;805;535;50000
589;285;820;564;556;50000
590;141;17;176;111;50000
591;804;823;778;801;50000
592;321;285;425;343;50000
593;879;130;615;541;50000
594;258;892;831;660;50000
595;341;50;209;200;50000
596;524;253;693;490;50000
597;720;144;630;498;50000
598;776;351;808;645;50000
599;960;266;337;521;50000
600;746;388;568;567;50000
601;810;351;393;518;50000
602;887;48;69;334;50000
603;971;3;783;585;50000
604;554;165;124;281;50000
605;927;249;381;519;50000
606;709;627;36;457;50000
607;734;153;15;300;50000
608;507;753;210;490;50000
609;663;359;119;380;50000
610;987;793;536;772;50000
611;727;295;711;577;50000
612;747;838;152;579;50000
613;174;935;914;674;50000
614;641;437;412;496;50000
615;714;55;779;516;50000
616;927;2;125;351;50000
617;20;29;129;59;50000
618;284;748;983;671;50000
619;159;536;105;266;50000
620;187;951;180;439;50000
621;871;401;146;472;50000
622;253;990;975;739;50000
623;585;308;935;609;50000
624;683;873;445;667;50000
625;852;360;102;438;50000
626;294;356;46;232;50000
627;935;18;494;482;50000
628;540;3;880;474;50000
629;238;693;818;583;50000
630;97;323;179;199;50000
631;223;936;530;563;50000
632;529;960;919;802;50000
633;808;355;129;430;50000
634;317;387;938;547;50000
635;740;567;455;587;50000
636;336;381;228;315;50000
637;105;967;524;532;50000
638;343;101;862;435;50000
639;364;718;161;414;50000
640;233;175;4;137;50000
641;643;801;895;779;50000
642;631;943;562;712;50000
643;603;69;285;319;50000
644;111;999;187;432;50000
645;917;129;763;603;50000
646;199;11;295;168;50000
647;18;683;906;535;50000
648;107;342;914;454;50000
649;227;223;407;285;50000
650;853;538;850;747;50000
651;803;527;549;626;50000
652;94;845;328;422;50000
653;274;158;660;364;50000
654;496;980;148;541;50000
655;120;605;83;269;50000
656;474;241;874;529;50000
657;243;186;401;276;50000
658;790;329;43;387;50000
659;714;926;62;567;50000
660;27;636;616;426;50000
661;810;721;575;702;50000
662;462;815;616;631;50000
663;743;324;530;532;50000
664;921;901;562;794;50000
665;419;896;751;688;50000
666;436;981;111;509;50000
667;92;558;558;402;50000
668;326;432;646;468;50000
669;807;885;846;846;50000
670;337;660;116;371;50000
671;431;611;849;630;50000
672;127;983;458;522;50000
673;353;88;351;264;50000
674;126;142;384;217;50000
675;286;192;598;358;50000
676;684;381;568;544;50000
677;510;778;576;621;50000
678;47;135;750;310;50000
679;50;561;355;322;50000
680;735;259;139;377;50000
681;544;510;177;410;50000
682;18;654;635;435;50000
683;181;193;17;130;50000
684;176;22;422;206;50000
685;463;516;919;632;50000
686;849;969;36;618;50000
687;429;965;235;543;50000
688;807;603;571;660;50000
689;791;125;494;470;50000
690;880;469;297;548;50000
691;722;318;689;576;50000
692;952;88;882;640;50000
693;647;200;176;341;50000
694;728;866;626;740;50000
695;465;903;258;542;50000
696;771;439;388;532;50000
697;720;885;47;550;50000
698;182;578;166;308;50000
699;371;723;409;501;50000
700;682;463;181;442;50000
701;978;207;131;438;50000
702;599;695;513;602;50000
703;610;324;952;628;50000
704;329;518;166;337;50000
705;374;740;694;602;50000
706;986;200;575;587;50000
707;641;151;177;323;50000
708;238;763;142;381;50000
709;620;127;930;559;50000
710;790;104;514;469;50000
711;494;209;608;437;50000
712;672;891;323;628;50000
713;840;387;632;619;50000
714;80;971;295;448;50000
715;463;43;551;352;50000
716;357;275;523;385;50000
717;41;404;180;208;50000
718;977;545;255;592;50000
719;220;107;678;335;50000
720;306;210;234;250;50000
721;841;764;46;550;50000
722;250;795;506;517;50000
723;843;812;964;873;50000
724;58;448;864;456;50000
725;92;292;774;386;50000
726;57;64;820;313;50000
727;789;26;742;519;50000
728;694;430;705;609;50000
729;793;163;846;600;50000
730;599;627;551;592;50000
731;333;896;773;667;50000
732;991;470;493;651;50000
733;789;913;601;767;50000
734;342;974;715;677;50000
735;589;199;414;400;50000
736;514;927;68;503;50000
737;208;624;280;370;50000
738;834;531;68;477;50000
739;832;89;374;431;50000
740;701;17;804;507;50000
741;554;396;503;484;50000
742;770;66;547;461;50000
743;5;449;390;281;50000
744;152;971;541;554;50000
745;230;681;276;395;50000
746;243;647;995;628;50000
747;627;483;369;493;50000
748;167;924;19;370;50000
749;272;892;832;665;50000
750;472;183;835;496;50000
751;850;568;216;544;50000
752;51;113;297;153;50000
753;473;551;590;538;50000
754;860;475;955;763;50000
755;497;653;569;573;50000
756;689;736;245;556;50000
757;922;156;598;558;50000
758;360;610;577;515;50000
759;573;259;894;575;50000
760;762;90;45;299;50000
761;332;645;719;565;50000
762;938;835;648;807;50000
763;919;423;130;490;50000
764;478;809;826;704;50000
765;620;110;718;482;50000
766;243;616;89;316;50000
767;615;119;598;444;50000
768;426;885;373;561;50000
769;980;12;774;588;50000
770;751;817;790;786;50000
771;413;332;1;248;50000
772;186;273;704;387;50000
773;898;927;947;924;50000
774;848;707;216;590;50000
775;791;831;570;730;50000
776;579;581;658;606;50000
777;465;746;250;487;50000
778;515;218;352;361;50000
779;73;175;137;128;50000
780;217;517;978;570;50000
781;928;43;933;634;50000
782;257;657;922;612;50000
783;620;443;508;523;50000
784;917;429;435;593;50000
785;552;355;643;516;50000
786;157;977;584;572;50000
787;640;849;33;507;50000
788;26;585;349;320;50000
789;285;363;188;278;50000
790;679;18;150;282;50000
791;658;197;515;456;50000
792;683;373;584;546;50000
793;457;805;113;458;50000
794;674;114;194;327;50000
795;54;541;970;521;50000
796;134;845;534;504;50000
797;33;661;589;427;50000
798;795;296;28;373;50000
799;503;417;260;393;50000
800;410;914;113;479;50000
801;178;789;687;551;50000
802;278;778;916;657;50000
803;996;516;312;608;50000
804;644;29;340;337;50000
805;14;946;880;613;50000
806;905;809;251;655;50000
807;424;894;131;483;50000
808;436;649;619;568;50000
809;480;640;821;647;50000
810;406;9;59;158;50000
811;185;332;681;399;50000
812;969;114;187;423;50000
813;158;36;978;390;50000
814;305;565;999;623;50000
815;883;865;492;746;50000
816;925;16;105;348;50000
817;711;843;282;612;50000
818;559;303;218;360;50000
819;25;318;249;197;50000
820;490;152;309;317;50000
821;410;69;773;417;50000
822;231;35;618;294;50000
823;119;379;511;336;50000
824;111;4;29;48;50000
825;542;823;870;745;50000
826;896;419;554;623;50000
827;933;461;928;774;50000
828;102;962;837;633;50000
829;697;100;503;433;50000
830;255;846;638;579;50000
831;17;21;350;129;50000
832;21;236;139;132;50000
833;52;500;891;481;50000
834;485;498;489;490;50000
835;627;531;10;389;50000
836;535;218;482;411;50000
837;578;203;892;557;50000
838;853;222;593;556;50000
839;506;406;74;328;50000
840;62;777;541;460;50000
841;696;927;668;763;50000
842;174;520;794;496;50000
843;607;471;931;669;50000
844;220;737;641;532;50000
845;806;45;616;489;50000
846;984;743;783;836;50000
847;207;799;87;364;50000
848;375;258;260;297;50000
849;637;567;708;637;50000
850;89;101;224;138;50000
851;102;934;106;380;50000
852;750;834;966;850;50000
853;288;503;10;267;50000
854;774;580;146;500;50000
855;448;175;833;485;50000
856;974;572;599;715;50000
857;368;300;541;403;50000
858;188;338;468;331;50000
859;232;36;682;316;50000
860;72;271;599;314;50000
861;411;217;137;255;50000
862;572;569;292;477;50000
863;11;686;636;444;50000
864;106;706;211;341;50000
865;42;367;318;242;50000
866;431;181;586;399;50000
867;628;518;173;439;50000
868;149;665;198;337;50000
869;840;828;565;744;50000
870;462;883;834;726;50000
871;989;432;391;604;50000
872;472;642;68;394;50000
873;660;261;25;315;50000
874;117;516;687;440;50000
875;513;308;300;373;50000
876;628;119;65;270;50000
877;573;820;204;532;50000
878;814;656;322;597;50000
879;940;483;525;649;50000
880;985;969;353;769;50000
881;691;341;208;413;50000
882;669;913;896;826;50000
883;161;382;29;190;50000
884;427;316;345;362;50000
885;542;85;859;495;50000
886;47;512;224;261;50000
887;918;474;810;734;50000
888;180;266;763;403;50000
889;283;446;377;368;50000
890;831;102;243;392;50000
891;73;662;82;272;50000
892;765;543;933;747;50000
893;404;484;108;332;50000
894;228;975;177;460;50000
895;704;178;366;416;50000
896;567;578;131;425;50000
897;620;445;329;464;50000
898;40;981;519;513;50000
899;131;523;237;297;50000
900;41;690;20;250;50000
901;781;773;864;806;50000
902;913;914;149;658;50000
903;475;929;33;479;50000
904;388;883;112;461;50000
905;921;250;786;652;50000
906;886;187;252;441;50000
907;583;951;292;608;50000
908;7;106;295;136;50000
909;862;27;225;371;50000
910;25;606;753;461;50000
911;503;417;385;435;50000
912;941;598;137;558;50000
913;29;741;324;364;50000
914;430;506;265;400;50000
915;147;509;221;292;50000
916;10;949;964;641;50000
917;100;109;698;302;50000
918;424;491;333;416;50000
919;861;666;315;614;50000
920;320;716;315;450;50000
921;208;509;414;377;50000
922;818;763;495;692;50000
923;770;410;713;631;50000
924;462;420;991;624;50000
925;97;810;194;367;50000
926;158;225;420;267;50000
927;815;298;612;575;50000
928;398;551;166;371;50000
929;760;161;421;447;50000
930;742;285;141;389;50000
931;109;764;649;507;50000
932;321;248;359;309;50000
933;116;478;398;330;50000
934;21;812;454;429;50000
935;438;988;242;556;50000
936;880;651;358;629;50000
937;720;101;959;593;50000
938;639;550;738;642;50000
939;979;594;917;830;50000
940;966;759;821;848;50000
941;504;246;633;461;50000
942;171;414;981;522;50000
943;520;577;54;383;50000
944;902;724;281;635;50000
945;606;616;255;492;50000
946;273;209;988;490;50000
947;791;476;190;485;50000
948;431;90;418;313;50000
949;234;671;112;339;50000
950;129;858;596;527;50000
951;949;285;661;631;50000
952;83;304;776;387;50000
953;635;260;592;495;50000
954;693;839;377;636;50000
955;538;572;126;412;50000
956;231;43;369;214;50000
957;862;466;447;591;50000
958;744;952;94;596;50000
959;249;662;971;627;50000
960;162;457;953;524;50000
961;557;209;350;372;50000
962;226;300;388;304;50000
963;553;165;672;463;50000
964;568;394;807;589;50000
965;641;248;17;302;50000
966;888;571;669;709;50000
967;925;103;622;550;50000
968;167;514;899;526;50000
969;163;796;613;524;50000
970;334;986;437;585;50000
971;902;178;147;409;50000
972;933;543;180;552;50000
973;552;924;139;538;50000
974;531;468;639;546;50000
975;812;961;137;636;50000
976;528;739;252;506;50000
977;917;614;9;513;50000
978;143;803;844;596;50000
979;771;160;990;640;50000
980;838;473;838;716;50000
981;558;48;927;511;50000
982;525;273;616;471;50000
983;201;666;575;480;50000
984;217;627;636;493;50000
985;77;268;800;381;50000
986;127;400;926;484;50000
987;439;867;257;521;50000
988;392;122;364;292;50000
989;121;276;805;400;50000
990;542;339;823;568;50000
991;151;947;414;504;50000
992;40;59;788;295;50000
993;774;637;538;649;50000
994;325;447;867;546;50000
995;294;327;694;438;50000
996;278;671;783;577;50000
997;266;9;999;424;50000
998;362;813;169;448;50000
999;805;693;980;826;50000
